ID,Meno,Priezvisko,Rodne_cislo,Miesto_narodenia,Stav_uctu,Stav
5010,Petra,Bednarova,605513/7232,Levice,721857,vydaty
5011,Marek,Dvorak,691111/9543,Bratislava,619701,slobodny
5012,Lucia,Urbanova,935524/5499,Humenne,888657,vydaty
5013,Radoslav,Varga,620528/8524,Trnava,696573,slobodny
5014,Simona,Bednarova,716227/8898,Humenne,981205,vydaty
5015,Filip,Bednar,810505/5290,Levice,649969,slobodny
5016,Zuzana,Novakova,645409/7929,Zilina,858681,vydaty
5017,Richard,Horvath,720410/1825,Martin,88335,slobodny
5018,Sandra,Bednarova,786220/8142,Humenne,109885,vydaty
5019,Jan,Dvorak,850313/4766,Svidnik,792469,slobodny
5020,Ivana,Vargova,755320/8693,Bratislava,104953,vydaty
5021,Filip,Simek,900724/5705,Presov,493504,slobodny
5022,Barbora,Horvathova,695506/7070,Svidnik,580064,vydaty
5023,Tomas,Varga,670320/7325,Komarno,644407,slobodny
5024,Petra,Markova,695110/1912,Poprad,305560,vydaty
5025,Martin,Kubik,581117/7612,Tvrdosin,748802,slobodny
5026,Lucia,Dvorakova,525507/2084,Kosice,191382,vydaty
5027,Peter,Fabian,660722/9112,Tvrdosin,386912,slobodny
5028,Petra,Dvorakova,605728/6261,Senec,706608,vydaty
5029,Radoslav,Novak,831216/1209,Presov,262909,slobodny
5030,Simona,Vargova,665407/3961,Bratislava,330822,vydaty
5031,Jan,Rusnak,720413/9908,Martin,542799,slobodny
5032,Simona,Kubikova,536113/6411,Bardejov,841590,vydaty
5033,Martin,Cerny,830322/1233,Bratislava,301907,slobodny
5034,Veronika,Vargova,815718/1594,Poprad,162097,vydaty
5035,Juraj,Predajniansky,601025/3739,Snina,910191,slobodny
5036,Petra,Bednarova,735616/6679,Nitra,788859,vydaty
5037,Martin,Vesely,540426/6434,Komarno,649478,slobodny
5038,Petra,Novakova,835408/9084,Presov,295245,vydaty
5039,Richard,Rusnak,511016/1033,Trnava,936031,slobodny
5040,Barbora,Horvathova,866220/9545,Kosice,710892,vydaty
5041,Martin,Horvath,970910/6783,Humenne,896797,slobodny
5042,Katerina,Vargova,725406/9030,Humenne,223786,vydaty
5043,Richard,Muska,890303/7593,Zvolen,946072,slobodny
5044,Barbora,Vargova,775901/2929,Senec,194571,vydaty
5045,Peter,Novak,650915/9667,Tvrdosin,212647,slobodny
5046,Lucia,Rusnakova,785817/7794,Nitra,80605,vydaty
5047,Radoslav,Vesely,630121/1670,Humenne,619404,slobodny
5048,Barbora,Muskova,935622/7637,Poprad,543993,vydaty
5049,Marek,Rusnak,631110/9169,Trnava,769194,slobodny
5050,Barbora,Novakova,565726/4417,Bratislava,544912,vydaty
5051,Marek,Horvath,971023/5008,Trnava,981181,slobodny
5052,Barbora,Kubikova,915617/4865,Svidnik,703016,vydaty
5053,Richard,Kucera,930918/9429,Bardejov,372693,slobodny
5054,Lucia,Bednarova,606212/3511,Presov,698517,vydaty
5055,Peter,Kubik,860627/7969,Kosice,817415,slobodny
5056,Simona,Kubikova,756124/7565,Trnava,150837,vydaty
5057,Filip,Varga,970422/4097,Senec,181477,slobodny
5058,Veronika,Cerna,715217/3909,Poprad,510693,vydaty
5059,Jan,Muska,880305/2576,Tvrdosin,463177,slobodny
5060,Veronika,Urbanova,665505/2572,Kosice,938819,vydaty
5061,Radoslav,Rusnak,880925/3213,Tvrdosin,715291,slobodny
5062,Katerina,Predajnianska,545119/6252,Trencin,947805,vydaty
5063,Marek,Urban,921015/5051,Humenne,833332,slobodny
5064,Veronika,Kubikova,666109/5675,Martin,250440,vydaty
5065,Martin,Cerny,830122/3591,Poprad,131025,slobodny
5066,Katerina,Kucerova,815519/8336,Levice,979391,vydaty
5067,Juraj,Horvath,800509/5535,Bardejov,678453,slobodny
5068,Simona,Kubikova,805518/4123,Bardejov,608205,vydaty
5069,Filip,Predajniansky,571013/4468,Humenne,495050,slobodny
5070,Katerina,Bednarova,756016/8137,Trnava,455268,vydaty
5071,Juraj,Muska,620706/6390,Humenne,253615,slobodny
5072,Ivana,Horvathova,646023/4411,Kosice,403203,vydaty
5073,Tomas,Bednar,511126/7188,Snina,241763,slobodny
5074,Katerina,Cerna,976224/7344,Senec,569559,vydaty
5075,Jan,Cerny,570923/5854,Bratislava,236303,slobodny
5076,Zuzana,Rusnakova,515308/9707,Snina,649558,vydaty
5077,Marek,Kucera,751116/3007,Senec,163438,slobodny
5078,Sandra,Muskova,925924/9932,Trencin,43553,vydaty
5079,Radoslav,Bednar,740514/8479,Senec,147781,slobodny
5080,Barbora,Dvorakova,995914/6689,Zilina,86697,vydaty
5081,Juraj,Predajniansky,531126/8225,Bardejov,264680,slobodny
5082,Zuzana,Horvathova,855925/7706,Bardejov,564763,vydaty
5083,Peter,Kucera,761004/4406,Kosice,297037,slobodny
5084,Jana,Dvorakova,836010/3570,Zilina,229806,vydaty
5085,Peter,Urban,781119/3729,Poprad,412783,slobodny
5086,Simona,Simekova,725511/2764,Presov,287005,vydaty
5087,Martin,Novak,630324/4250,Humenne,945917,slobodny
5088,Ivana,Dvorakova,676112/5838,Poprad,375103,vydaty
5089,Radoslav,Marko,950524/8768,Humenne,990095,slobodny
5090,Sandra,Kucerova,905502/9689,Svidnik,376983,vydaty
5091,Richard,Dvorak,820814/6337,Zvolen,46167,slobodny
5092,Katerina,Horvathova,606215/3340,Martin,989317,vydaty
5093,Marek,Fabian,550512/1176,Trnava,541031,slobodny
5094,Ivana,Cerna,756006/3653,Zilina,960274,vydaty
5095,Marek,Rusnak,680410/8918,Zilina,92980,slobodny
5096,Lucia,Novakova,925820/6424,Komarno,928068,vydaty
5097,Jan,Kubik,780905/7353,Snina,631045,slobodny
5098,Sandra,Novakova,825306/3150,Zvolen,841025,vydaty
5099,Juraj,Rusnak,720519/8439,Bratislava,516150,slobodny
5100,Barbora,Horvathova,755912/1248,Svidnik,944103,vydaty
5101,Radoslav,Vesely,580612/4069,Trnava,766125,slobodny
5102,Veronika,Rusnakova,645418/6028,Komarno,68694,vydaty
5103,Radoslav,Bednar,890410/2139,Komarno,671387,slobodny
5104,Sandra,Muskova,785119/1914,Senec,826742,vydaty
5105,Marek,Marko,750810/9245,Poprad,129105,slobodny
5106,Zuzana,Bednarova,545408/9482,Martin,666134,vydaty
5107,Juraj,Cerny,900412/6123,Trnava,447778,slobodny
5108,Sandra,Vargova,775604/9793,Svidnik,207699,vydaty
5109,Marek,Predajniansky,911220/6712,Tvrdosin,998367,slobodny
5110,Katerina,Simekova,826126/2581,Bratislava,586821,vydaty
5111,Radoslav,Bednar,700522/2929,Trnava,500135,slobodny
5112,Petra,Predajnianska,515412/4763,Martin,886730,vydaty
5113,Tomas,Kubik,720823/2917,Kosice,705285,slobodny
5114,Zuzana,Simekova,746019/9735,Snina,384480,vydaty
5115,Peter,Rusnak,710426/9489,Poprad,205047,slobodny
5116,Simona,Bednarova,655314/9489,Zvolen,493609,vydaty
5117,Peter,Muska,820117/8923,Trnava,154501,slobodny
5118,Ivana,Rusnakova,705910/1734,Senec,790222,vydaty
5119,Peter,Cerny,931001/5978,Poprad,980889,slobodny
5120,Jana,Vesela,915116/5949,Zvolen,782146,vydaty
5121,Richard,Varga,750907/1408,Bratislava,219769,slobodny
5122,Lucia,Novakova,805809/5986,Humenne,319541,vydaty
5123,Tomas,Bednar,651216/1053,Trnava,954735,slobodny
5124,Ivana,Kubikova,896122/9516,Kosice,151338,vydaty
5125,Tomas,Dvorak,940914/6399,Zilina,256758,slobodny
5126,Lucia,Kubikova,586009/4601,Zvolen,833535,vydaty
5127,Ondrej,Fabian,660810/3402,Nitra,257433,slobodny
5128,Zuzana,Urbanova,726102/1840,Svidnik,615710,vydaty
5129,Richard,Marko,531116/7089,Humenne,874803,slobodny
5130,Veronika,Cerna,525623/9454,Trencin,802551,vydaty
5131,Ondrej,Cerny,770917/8376,Komarno,798565,slobodny
5132,Katerina,Horvathova,515913/5987,Tvrdosin,602411,vydaty
5133,Jan,Urban,690820/3842,Levice,137125,slobodny
5134,Veronika,Novakova,776206/3302,Svidnik,287918,vydaty
5135,Richard,Rusnak,570620/6009,Tvrdosin,328143,slobodny
5136,Sandra,Dvorakova,975702/2825,Bratislava,805813,vydaty
5137,Richard,Rusnak,550109/4256,Komarno,522755,slobodny
5138,Ivana,Fabianova,716213/5746,Trencin,444354,vydaty
5139,Filip,Varga,960413/8482,Humenne,416912,slobodny
5140,Zuzana,Bednarova,655517/5359,Trencin,712892,vydaty
5141,Richard,Kucera,590426/9758,Bardejov,830406,slobodny
5142,Katerina,Novakova,955919/9389,Svidnik,535808,vydaty
5143,Jan,Bednar,780901/6059,Zilina,948984,slobodny
5144,Sandra,Vesela,795902/3086,Trencin,500929,vydaty
5145,Filip,Kubik,980702/2245,Martin,638714,slobodny
5146,Lucia,Muskova,516222/1728,Svidnik,775762,vydaty
5147,Martin,Simek,720503/4855,Senec,91089,slobodny
5148,Sandra,Vargova,826003/3628,Komarno,410377,vydaty
5149,Peter,Urban,900513/9396,Humenne,969640,slobodny
5150,Zuzana,Fabianova,725709/8103,Martin,923147,vydaty
5151,Juraj,Kucera,800707/9889,Snina,159182,slobodny
5152,Veronika,Vargova,555818/2897,Presov,773296,vydaty
5153,Richard,Marko,910419/1665,Poprad,720177,slobodny
5154,Zuzana,Urbanova,835605/9098,Trnava,922908,vydaty
5155,Filip,Vesely,920212/3221,Komarno,477690,slobodny
5156,Jana,Urbanova,706208/4811,Martin,603159,vydaty
5157,Juraj,Horvath,580715/3699,Nitra,391413,slobodny
5158,Petra,Muskova,965927/9522,Levice,853425,vydaty
5159,Richard,Cerny,750211/8689,Senec,867649,slobodny
5160,Zuzana,Simekova,746120/8799,Presov,730089,vydaty
5161,Richard,Kucera,580724/8832,Kosice,508710,slobodny
5162,Veronika,Horvathova,875910/3963,Senec,684444,vydaty
5163,Juraj,Fabian,840919/4909,Presov,405214,slobodny
5164,Sandra,Dvorakova,795702/6001,Kosice,78863,vydaty
5165,Marek,Cerny,780517/8664,Levice,306628,slobodny
5166,Petra,Bednarova,846222/2309,Svidnik,232552,vydaty
5167,Jan,Muska,550728/3805,Humenne,129919,slobodny
5168,Petra,Dvorakova,705413/3052,Kosice,113268,vydaty
5169,Richard,Novak,561223/6195,Trnava,396123,slobodny
5170,Zuzana,Markova,775717/2953,Zvolen,998402,vydaty
5171,Filip,Kucera,660627/8713,Bratislava,235666,slobodny
5172,Lucia,Muskova,935820/8563,Komarno,757173,vydaty
5173,Juraj,Vesely,551225/3672,Presov,100839,slobodny
5174,Ivana,Cerna,765323/2413,Poprad,282782,vydaty
5175,Peter,Bednar,580614/4433,Snina,784578,slobodny
5176,Jana,Vesela,895116/8260,Svidnik,827980,vydaty
5177,Radoslav,Varga,600117/2890,Bardejov,447077,slobodny
5178,Zuzana,Dvorakova,845416/7651,Komarno,729503,vydaty
5179,Jan,Muska,880110/2447,Nitra,893569,slobodny
5180,Simona,Horvathova,935108/5428,Senec,40940,vydaty
5181,Radoslav,Cerny,860704/1292,Trencin,160058,slobodny
5182,Sandra,Vargova,915406/3556,Humenne,878118,vydaty
5183,Juraj,Kucera,720615/5155,Nitra,300870,slobodny
5184,Katerina,Novakova,765112/8150,Svidnik,52536,vydaty
5185,Filip,Vesely,581216/5967,Svidnik,944407,slobodny
5186,Ivana,Bednarova,655902/7364,Trencin,646772,vydaty
5187,Martin,Dvorak,680613/7402,Humenne,803451,slobodny
5188,Jana,Kucerova,545726/5575,Martin,438652,vydaty
5189,Jan,Muska,950901/8738,Snina,616118,slobodny
5190,Lucia,Vesela,915817/3014,Poprad,134640,vydaty
5191,Filip,Rusnak,620524/1502,Trnava,148923,slobodny
5192,Barbora,Rusnakova,545910/4461,Presov,429496,vydaty
5193,Martin,Kucera,771005/6801,Tvrdosin,870932,slobodny
5194,Ivana,Dvorakova,516009/6009,Bratislava,969642,vydaty
5195,Tomas,Marko,971207/2738,Komarno,50424,slobodny
5196,Veronika,Bednarova,885201/2134,Levice,83100,vydaty
5197,Marek,Bednar,890422/9446,Zvolen,983336,slobodny
5198,Ivana,Bednarova,606017/9510,Poprad,893190,vydaty
5199,Marek,Vesely,990726/5970,Zvolen,92351,slobodny
5200,Petra,Urbanova,995826/5006,Bratislava,985951,vydaty
5201,Tomas,Fabian,701128/7403,Humenne,346728,slobodny
5202,Simona,Predajnianska,765219/5209,Svidnik,246789,vydaty
5203,Tomas,Vesely,751122/2241,Humenne,308883,slobodny
5204,Barbora,Markova,556106/1891,Zilina,72344,vydaty
5205,Radoslav,Kubik,860419/3714,Presov,372379,slobodny
5206,Jana,Vesela,585527/2034,Presov,332570,vydaty
5207,Richard,Marko,520928/1589,Svidnik,230646,slobodny
5208,Lucia,Muskova,535116/1632,Svidnik,577372,vydaty
5209,Tomas,Urban,800905/3797,Snina,823423,slobodny
5210,Katerina,Vargova,895228/3983,Tvrdosin,943286,vydaty
5211,Radoslav,Marko,860504/7566,Snina,252474,slobodny
5212,Katerina,Kubikova,515211/1779,Snina,513129,vydaty
5213,Peter,Urban,600915/4760,Svidnik,851659,slobodny
5214,Ivana,Markova,915224/1725,Tvrdosin,780518,vydaty
5215,Martin,Rusnak,621017/9010,Kosice,424794,slobodny
5216,Zuzana,Vesela,645514/1055,Presov,763845,vydaty
5217,Ondrej,Novak,570216/7728,Humenne,126254,slobodny
5218,Veronika,Simekova,875817/2568,Nitra,294713,vydaty
5219,Peter,Varga,590523/7697,Martin,412824,slobodny
5220,Barbora,Novakova,855307/9215,Snina,484857,vydaty
5221,Martin,Urban,990120/1172,Komarno,744858,slobodny
5222,Ivana,Markova,876206/2310,Poprad,184921,vydaty
5223,Richard,Kucera,830317/8016,Presov,19207,slobodny
5224,Petra,Vesela,715403/4311,Snina,110894,vydaty
5225,Jan,Urban,561226/8935,Snina,48689,slobodny
5226,Jana,Rusnakova,565403/1642,Nitra,288724,vydaty
5227,Ondrej,Vesely,710428/6083,Snina,342259,slobodny
5228,Ivana,Vesela,925425/1646,Presov,222797,vydaty
5229,Tomas,Rusnak,710728/4415,Komarno,460620,slobodny
5230,Barbora,Bednarova,825927/4040,Senec,168344,vydaty
5231,Tomas,Novak,650503/1705,Kosice,203251,slobodny
5232,Ivana,Fabianova,535211/6481,Trencin,667739,vydaty
5233,Marek,Fabian,950222/2481,Zvolen,611008,slobodny
5234,Sandra,Vesela,806223/9899,Zilina,329829,vydaty
5235,Filip,Kucera,941022/8600,Poprad,929942,slobodny
5236,Katerina,Simekova,876028/8240,Snina,371165,vydaty
5237,Marek,Horvath,900616/2009,Presov,355724,slobodny
5238,Simona,Simekova,726021/1274,Tvrdosin,560845,vydaty
5239,Peter,Horvath,790422/4369,Presov,547779,slobodny
5240,Sandra,Horvathova,946105/9100,Trencin,834136,vydaty
5241,Radoslav,Vesely,690402/5572,Martin,138042,slobodny
5242,Veronika,Kucerova,615815/4985,Senec,833602,vydaty
5243,Ondrej,Fabian,750424/8492,Tvrdosin,470393,slobodny
5244,Lucia,Muskova,886002/8782,Svidnik,857279,vydaty
5245,Peter,Predajniansky,940314/1775,Svidnik,972909,slobodny
5246,Ivana,Muskova,975118/2242,Zvolen,927043,vydaty
5247,Tomas,Muska,631115/1038,Poprad,321025,slobodny
5248,Simona,Bednarova,616215/9920,Senec,650953,vydaty
5249,Tomas,Cerny,960408/5384,Nitra,961442,slobodny
5250,Barbora,Novakova,525101/7659,Bardejov,993598,vydaty
5251,Marek,Kubik,771018/4353,Snina,462271,slobodny
5252,Katerina,Kubikova,776013/3657,Trencin,459701,vydaty
5253,Martin,Kucera,651006/7348,Trnava,337946,slobodny
5254,Sandra,Fabianova,615116/7460,Zilina,134706,vydaty
5255,Marek,Predajniansky,810715/1465,Humenne,227685,slobodny
5256,Ivana,Rusnakova,645508/4547,Svidnik,496276,vydaty
5257,Marek,Kubik,880327/5147,Bardejov,469166,slobodny
5258,Barbora,Vesela,795422/3095,Martin,48662,vydaty
5259,Peter,Marko,950418/7026,Presov,501160,slobodny
5260,Petra,Cerna,875705/7371,Levice,506778,vydaty
5261,Peter,Dvorak,540806/1894,Trencin,629241,slobodny
5262,Ivana,Kucerova,946026/3091,Senec,897216,vydaty
5263,Radoslav,Horvath,920305/2743,Zvolen,756357,slobodny
5264,Simona,Kucerova,635923/6680,Komarno,350172,vydaty
5265,Marek,Muska,600624/8736,Svidnik,415647,slobodny
5266,Lucia,Dvorakova,905916/7841,Bratislava,351412,vydaty
5267,Ondrej,Horvath,701011/9473,Snina,820962,slobodny
5268,Veronika,Rusnakova,645402/8895,Levice,206812,vydaty
5269,Radoslav,Urban,870822/3466,Snina,777912,slobodny
5270,Sandra,Muskova,585926/6700,Trnava,683651,vydaty
5271,Juraj,Kubik,570416/6091,Trnava,731724,slobodny
5272,Zuzana,Novakova,815413/8227,Poprad,556980,vydaty
5273,Ondrej,Simek,581217/3175,Humenne,558419,slobodny
5274,Petra,Rusnakova,665807/9760,Poprad,12491,vydaty
5275,Marek,Fabian,520613/7237,Poprad,831046,slobodny
5276,Barbora,Predajnianska,765521/5521,Zvolen,837222,vydaty
5277,Juraj,Varga,920603/7388,Humenne,425832,slobodny
5278,Jana,Kubikova,866010/9994,Presov,973907,vydaty
5279,Marek,Dvorak,511225/4559,Svidnik,909993,slobodny
5280,Jana,Kucerova,655514/9048,Poprad,567920,vydaty
5281,Jan,Muska,530701/2992,Senec,920526,slobodny
5282,Lucia,Bednarova,665522/3110,Senec,147575,vydaty
5283,Tomas,Novak,840713/5893,Zilina,43206,slobodny
5284,Lucia,Horvathova,966011/4276,Snina,757523,vydaty
5285,Ondrej,Rusnak,690506/7801,Levice,509498,slobodny
5286,Sandra,Fabianova,895519/4440,Bardejov,425411,vydaty
5287,Richard,Fabian,980808/8365,Kosice,308035,slobodny
5288,Barbora,Kucerova,886006/9504,Poprad,876657,vydaty
5289,Ondrej,Rusnak,890527/6869,Komarno,376081,slobodny
5290,Barbora,Predajnianska,985820/7967,Trnava,77791,vydaty
5291,Peter,Predajniansky,581125/2544,Komarno,216348,slobodny
5292,Simona,Cerna,526218/5827,Trnava,923683,vydaty
5293,Jan,Muska,751123/3132,Nitra,771421,slobodny
5294,Barbora,Horvathova,765920/9137,Snina,685015,vydaty
5295,Juraj,Cerny,810702/1988,Tvrdosin,102054,slobodny
5296,Zuzana,Bednarova,635616/6654,Zilina,355345,vydaty
5297,Peter,Kubik,820612/7670,Komarno,980780,slobodny
5298,Sandra,Vargova,855428/1155,Snina,119697,vydaty
5299,Filip,Bednar,651220/9428,Trnava,227436,slobodny
5300,Sandra,Predajnianska,706224/7928,Poprad,567364,vydaty
5301,Marek,Predajniansky,630705/1510,Martin,299677,slobodny
5302,Simona,Muskova,715412/2546,Tvrdosin,400868,vydaty
5303,Juraj,Horvath,630606/3652,Zilina,358471,slobodny
5304,Barbora,Novakova,516109/1454,Svidnik,397383,vydaty
5305,Ondrej,Marko,730401/1475,Snina,37293,slobodny
5306,Sandra,Predajnianska,605404/7601,Zilina,231809,vydaty
5307,Tomas,Novak,990416/5238,Komarno,20238,slobodny
5308,Zuzana,Predajnianska,655917/3316,Poprad,397596,vydaty
5309,Tomas,Bednar,631221/3032,Nitra,273948,slobodny
5310,Sandra,Dvorakova,855822/9869,Zilina,458873,vydaty
5311,Radoslav,Marko,990512/6378,Poprad,716543,slobodny
5312,Petra,Vesela,725912/3232,Svidnik,898333,vydaty
5313,Peter,Urban,650127/4016,Zvolen,141984,slobodny
5314,Veronika,Bednarova,775317/1108,Bardejov,295327,vydaty
5315,Filip,Novak,881124/3284,Svidnik,141273,slobodny
5316,Lucia,Bednarova,615523/7811,Snina,207489,vydaty
5317,Marek,Vesely,520914/9933,Trencin,603689,slobodny
5318,Veronika,Vargova,915516/1836,Humenne,184321,vydaty
5319,Martin,Rusnak,940322/3849,Svidnik,923750,slobodny
5320,Sandra,Bednarova,765224/2249,Bratislava,210096,vydaty
5321,Peter,Predajniansky,740624/6634,Svidnik,483040,slobodny
5322,Zuzana,Kubikova,815502/9665,Trnava,445750,vydaty
5323,Ondrej,Rusnak,700821/5433,Bardejov,970299,slobodny
5324,Barbora,Simekova,795928/7009,Svidnik,623183,vydaty
5325,Jan,Bednar,851210/5892,Komarno,756225,slobodny
5326,Zuzana,Bednarova,766110/1748,Snina,559275,vydaty
5327,Tomas,Varga,751017/3759,Humenne,228203,slobodny
5328,Sandra,Novakova,546213/1931,Zilina,352589,vydaty
5329,Jan,Cerny,550928/9490,Trnava,412252,slobodny
5330,Ivana,Vargova,976107/6403,Bratislava,346519,vydaty
5331,Ondrej,Rusnak,700607/6957,Bardejov,62231,slobodny
5332,Sandra,Kucerova,995410/2057,Tvrdosin,775761,vydaty
5333,Juraj,Kucera,690719/8684,Poprad,34179,slobodny
5334,Jana,Horvathova,776017/6510,Zilina,46566,vydaty
5335,Radoslav,Predajniansky,920324/2567,Humenne,125934,slobodny
5336,Barbora,Predajnianska,815203/5183,Poprad,926545,vydaty
5337,Richard,Rusnak,851023/7465,Bratislava,218333,slobodny
5338,Jana,Novakova,875317/3197,Bardejov,542915,vydaty
5339,Martin,Vesely,670510/6977,Poprad,118229,slobodny
5340,Ivana,Vesela,775811/3750,Levice,637062,vydaty
5341,Jan,Urban,660914/8854,Snina,78970,slobodny
5342,Sandra,Kubikova,725612/4754,Senec,714209,vydaty
5343,Marek,Predajniansky,960503/7049,Kosice,296759,slobodny
5344,Sandra,Simekova,685508/4011,Trencin,697296,vydaty
5345,Tomas,Vesely,860405/2314,Svidnik,371092,slobodny
5346,Katerina,Vargova,736007/4057,Kosice,635670,vydaty
5347,Juraj,Urban,921212/1075,Snina,447292,slobodny
5348,Barbora,Muskova,755228/7019,Svidnik,722131,vydaty
5349,Richard,Predajniansky,570714/5334,Svidnik,116549,slobodny
5350,Barbora,Rusnakova,775102/1985,Poprad,302352,vydaty
5351,Tomas,Dvorak,550921/4319,Trnava,701608,slobodny
5352,Zuzana,Vargova,795616/2103,Svidnik,349128,vydaty
5353,Jan,Predajniansky,890907/3681,Zilina,747119,slobodny
5354,Jana,Kucerova,835126/2651,Trnava,905877,vydaty
5355,Jan,Simek,570724/1468,Bardejov,904447,slobodny
5356,Petra,Kubikova,545727/3559,Zilina,417597,vydaty
5357,Marek,Kucera,740308/6203,Humenne,163700,slobodny
5358,Jana,Cerna,706003/3946,Tvrdosin,386241,vydaty
5359,Radoslav,Predajniansky,670518/7075,Zvolen,118986,slobodny
5360,Zuzana,Cerna,865817/2433,Senec,348955,vydaty
5361,Filip,Bednar,781126/1690,Presov,591853,slobodny
5362,Zuzana,Simekova,976014/6333,Trnava,953639,vydaty
5363,Jan,Predajniansky,720926/4720,Poprad,50622,slobodny
5364,Sandra,Fabianova,695524/1392,Tvrdosin,451720,vydaty
5365,Ondrej,Predajniansky,661201/9738,Levice,805713,slobodny
5366,Barbora,Urbanova,746224/9754,Tvrdosin,750888,vydaty
5367,Filip,Novak,881227/8312,Humenne,90066,slobodny
5368,Veronika,Horvathova,596205/8504,Svidnik,165448,vydaty
5369,Ondrej,Kucera,710620/9119,Komarno,391573,slobodny
5370,Petra,Urbanova,526206/2079,Nitra,338433,vydaty
5371,Filip,Kucera,610114/4935,Komarno,758683,slobodny
5372,Katerina,Rusnakova,675318/6797,Bardejov,956822,vydaty
5373,Radoslav,Kucera,840825/2233,Martin,50691,slobodny
5374,Jana,Dvorakova,935527/9920,Snina,868469,vydaty
5375,Jan,Bednar,901212/1564,Bratislava,536172,slobodny
5376,Petra,Novakova,975711/7538,Bratislava,270970,vydaty
5377,Richard,Urban,520908/8091,Poprad,131712,slobodny
5378,Sandra,Dvorakova,926026/7351,Senec,476827,vydaty
5379,Ondrej,Cerny,850823/6485,Kosice,639379,slobodny
5380,Zuzana,Bednarova,945717/3890,Komarno,917981,vydaty
5381,Radoslav,Predajniansky,931109/8929,Komarno,559659,slobodny
5382,Veronika,Muskova,615314/5447,Zvolen,644643,vydaty
5383,Radoslav,Muska,550506/8924,Nitra,306566,slobodny
5384,Ivana,Horvathova,635709/7938,Zilina,104885,vydaty
5385,Martin,Vesely,980814/7679,Trencin,449459,slobodny
5386,Zuzana,Urbanova,886203/2726,Nitra,986220,vydaty
5387,Tomas,Kubik,680906/8565,Tvrdosin,615862,slobodny
5388,Ivana,Dvorakova,776225/9607,Senec,793195,vydaty
5389,Radoslav,Vesely,890311/8140,Nitra,151188,slobodny
5390,Ivana,Simekova,695610/7619,Komarno,88024,vydaty
5391,Ondrej,Horvath,601228/2831,Humenne,831512,slobodny
5392,Simona,Rusnakova,655909/1697,Bardejov,974065,vydaty
5393,Tomas,Horvath,740728/7099,Zvolen,524404,slobodny
5394,Lucia,Kubikova,985402/8634,Tvrdosin,318891,vydaty
5395,Juraj,Muska,901210/5393,Svidnik,692637,slobodny
5396,Petra,Vesela,515215/8635,Bardejov,739098,vydaty
5397,Jan,Kubik,600217/8816,Senec,102152,slobodny
5398,Barbora,Kubikova,746120/9762,Senec,143636,vydaty
5399,Peter,Horvath,981206/8385,Poprad,713950,slobodny
5400,Zuzana,Rusnakova,625118/8624,Trnava,132090,vydaty
5401,Richard,Marko,721220/9392,Bardejov,118835,slobodny
5402,Jana,Rusnakova,666109/1586,Tvrdosin,485262,vydaty
5403,Richard,Cerny,880103/5552,Zilina,241881,slobodny
5404,Veronika,Novakova,515508/7640,Nitra,72963,vydaty
5405,Ondrej,Marko,850428/5804,Svidnik,162171,slobodny
